"hostid";"host";"name"
"12267";"15600-01";"15600-01"
"12268";"15600-02";"15600-02"
"14383";"ABT_HL1";"ABT_HL1"
"14384";"ABT_HL2";"ABT_HL2"
"13851";"ABT_HOTLINES";"ABT_HOTLINES"
"15539";"ABT_HOTLINES_eth1";"ABT_HOTLINES_eth1"
"15540";"ABT_HOTLINES_eth2";"ABT_HOTLINES_eth2"
"13788";"ABT_PRI";"ABT_PRI"
"13922";"ABT_SEC";"ABT_SEC"
"17297";"ABT-5A1CD1";"ABT-5A1CD1"
"17298";"ABT-5A1CD2";"ABT-5A1CD2"
"17299";"ABT-5A1CP1";"ABT-5A1CP1"
"17300";"ABT-5A1CP2";"ABT-5A1CP2"
"17295";"ABT-5A1PP1";"ABT-5A1PP1"
"17290";"ABT-5A4CD1";"ABT-5A4CD1"
"17291";"ABT-5A4CD2";"ABT-5A4CD2"
"17292";"ABT-5A4CP1";"ABT-5A4CP1"
"17293";"ABT-5A4CP2";"ABT-5A4CP2"
"17288";"ABT-5A4PP1";"ABT-5A4PP1"
"17294";"ABT-5LA1PA1";"ABT-5LA1PA1"
"17296";"ABT-5LA1PP1";"ABT-5LA1PP1"
"17287";"ABT-5LA4PA1";"ABT-5LA4PA1"
"17289";"ABT-5LA4PP1";"ABT-5LA4PP1"
"17301";"ABT-5SACP1";"ABT-5SACP1"
"16522";"ABT-DM705-01";"ABT-DM705-01"
"16523";"ABT-DM705-02";"ABT-DM705-02"
"16438";"ABT-DM880-01";"ABT-DM880-01"
"16439";"ABT-DM880-02";"ABT-DM880-02"
"14539";"ABTRDP_525_1";"ABTRDP_525_1"
"16937";"abt-sw1";"abt-sw1"
"16938";"abt-sw2";"abt-sw2"
"16939";"abt-sw3";"abt-sw3"
"16940";"abt-sw4";"abt-sw4"
"13987";"ABT-UCS1";"ABT-UCS1"
"16209";"ABT-UCS1-alta";"ABT-UCS1-alta"
"16210";"ABT-UCS2";"ABT-UCS2"
"13988";"ABT-UCS2-baixa";"ABT-UCS2-baixa"
"17302";"ACL-1L1PA1";"ACL-1L1PA1"
"17303";"ACL-1L1PP1";"ACL-1L1PP1"
"16004";"ANA_HL_RGR";"ANA_HL_RGR"
"14386";"ANA_HL1";"ANA_HL1"
"13852";"ANA_HOTLINES";"ANA_HOTLINES"
"16005";"ANA_HOTLINES_eth1_rgr";"ANA_HOTLINES_eth1_rgr"
"15542";"ANA_HOTLINES_eth2";"ANA_HOTLINES_eth2"
"13789";"ANA_PRI";"ANA_PRI"
"13923";"ANA_SEC";"ANA_SEC"
"17306";"ANA-21";"ANA-21"
"17311";"ANA-25";"ANA-25"
"17308";"ANA-2L7PA1";"ANA-2L7PA1"
"17309";"ANA-2L7PP1";"ANA-2L7PP1"
"17310";"ANA-2PBPA1";"ANA-2PBPA1"
"17312";"ANA-2PBPP1";"ANA-2PBPP1"
"17316";"ANA-2R3PCA1";"ANA-2R3PCA1"
"17317";"ANA-2R3PCP1";"ANA-2R3PCP1"
"17313";"ANA-2SACP1";"ANA-2SACP1"
"17320";"ANA-50_51H";"ANA-50_51H"
"17321";"ANA-50_51M";"ANA-50_51M"
"17304";"ANA-67";"ANA-67"
"17307";"ANA-67_";"ANA-67_"
"17305";"ANA-87";"ANA-87"
"17322";"ANA-87_";"ANA-87_"
"17318";"ANA-ATF1PA1";"ANA-ATF1PA1"
"17319";"ANA-ATF1PP1";"ANA-ATF1PP1"
"14540";"ANARDP_230_1";"ANARDP_230_1"
"14541";"ANARDP_230_2";"ANARDP_230_2"
"10544";"ana-rgr-21.254";"ana-rgr-21.254"
"16854";"ana-rgr-vsat-19.32.246";"ana-rgr-vsat-19.32.246"
"16869";"ana-rgr-vsat-LINK-GLOBALSAT";"ana-rgr-vsat-LINK-GLOBALSAT"
"16941";"ana-sw1";"ana-sw1"
"16942";"ana-sw2";"ana-sw2"
"16943";"ana-sw3";"ana-sw3"
"16944";"ana-sw4";"ana-sw4"
"16945";"ana-sw5";"ana-sw5"
"16946";"ana-sw6";"ana-sw6"
"17314";"ANA-TD8";"ANA-TD8"
"17315";"ANA-TD9";"ANA-TD9"
"16758";"ana-tmo";"ana-tmo"
"20025";"ANATW_230_1";"ANATW_230_1"
"14182";"ANA-UCS1";"ANA-UCS1"
"16211";"ANA-UCS1-alta";"ANA-UCS1-alta"
"14183";"ANA-UCS2";"ANA-UCS2"
"16212";"ANA-UCS2-baixa";"ANA-UCS2-baixa"
"10725";"apa-rgr-32.98";"apa-rgr-32.98"
"13771";"APC-CBA-INFR-01";"APC-CBA-INFR-01"
"13773";"APC-DRO-INFR-P01";"APC-DRO-INFR-P01"
"13775";"APC-SED-INFR-11";"APC-SED-INFR-11"
"13777";"APC-SED-INFR-12";"APC-SED-INFR-12"
"13780";"APC-SED-INFR-13";"APC-SED-INFR-13"
"13782";"APC-SED-INFR-14";"APC-SED-INFR-14"
"17325";"AQU-21";"AQU-21"
"17323";"AQU-67";"AQU-67"
"17326";"AQU-67_";"AQU-67_"
"17324";"AQU-87";"AQU-87"
"15692";"ARE_5PMU1";"ARE_5PMU1"
"14387";"ARE_HL1";"ARE_HL1"
"14388";"ARE_HL2";"ARE_HL2"
"13853";"ARE_HOTLINES";"ARE_HOTLINES"
"15543";"ARE_HOTLINES_eth1";"ARE_HOTLINES_eth1"
"15544";"ARE_HOTLINES_eth2";"ARE_HOTLINES_eth2"
"10497";"ARE_PRI1";"ARE_PRI1"
"10498";"ARE_PRI2";"ARE_PRI2"
"10443";"ARE_SEC1";"ARE_SEC1"
"10444";"ARE_SEC2";"ARE_SEC2"
"17341";"ARE-2BPCD1";"ARE-2BPCD1"
"17342";"ARE-2BPCP1";"ARE-2BPCP1"
"17340";"ARE-2BPFD1";"ARE-2BPFD1"
"17351";"ARE-2L1CD1";"ARE-2L1CD1"
"17352";"ARE-2L1CP1";"ARE-2L1CP1"
"17349";"ARE-2L1PA1";"ARE-2L1PA1"
"17350";"ARE-2L1PP1";"ARE-2L1PP1"
"17347";"ARE-2L2CD1";"ARE-2L2CD1"
"17348";"ARE-2L2CP1";"ARE-2L2CP1"
"17346";"ARE-2L2FD1";"ARE-2L2FD1"
"17355";"ARE-2L3CD1";"ARE-2L3CD1"
"17356";"ARE-2L3CP1";"ARE-2L3CP1"
"17353";"ARE-2L3PA1";"ARE-2L3PA1"
"17354";"ARE-2L3PP1";"ARE-2L3PP1"
"17334";"ARE-2L4CD1";"ARE-2L4CD1"
"17335";"ARE-2L4CP1";"ARE-2L4CP1"
"17332";"ARE-2L4PA1";"ARE-2L4PA1"
"17333";"ARE-2L4PP1";"ARE-2L4PP1"
"17343";"ARE-2PBPP1";"ARE-2PBPP1"
"17357";"ARE-2SAPP1";"ARE-2SAPP1"
"17359";"ARE-2T1CD1";"ARE-2T1CD1"
"17360";"ARE-2T1CP1";"ARE-2T1CP1"
"17358";"ARE-2T1FD1";"ARE-2T1FD1"
"17362";"ARE-2T2CD1";"ARE-2T2CD1"
"17363";"ARE-2T2CP1";"ARE-2T2CP1"
"17361";"ARE-2T2FD1";"ARE-2T2FD1"
"17367";"ARE-2T3CD1";"ARE-2T3CD1"
"17368";"ARE-2T3CP1";"ARE-2T3CP1"
"17366";"ARE-2T3FD1";"ARE-2T3FD1"
"17327";"ARE-5A5PP1";"ARE-5A5PP1"
"17338";"ARE-5C1PA1";"ARE-5C1PA1"
"17339";"ARE-5C1PP1";"ARE-5C1PP1"
"17336";"ARE-5L2PA1";"ARE-5L2PA1"
"17337";"ARE-5L2PP1";"ARE-5L2PP1"
"17329";"ARE-5LA5PA1";"ARE-5LA5PA1"
"17328";"ARE-5LA5PP1";"ARE-5LA5PP1"
"17364";"ARE-5T2PA1";"ARE-5T2PA1"
"17365";"ARE-5T2PP1";"ARE-5T2PP1"
"16524";"ARE-DM705-01";"ARE-DM705-01"
"16525";"ARE-DM705-02";"ARE-DM705-02"
"16418";"ARE-DM880-01";"ARE-DM880-01"
"16419";"ARE-DM880-02";"ARE-DM880-02"
"17331";"ARE-PA1";"ARE-PA1"
"17330";"ARE-PP1";"ARE-PP1"
"14542";"ARERDP_230_1";"ARERDP_230_1"
"14543";"ARERDP_525_1";"ARERDP_525_1"
"14544";"ARERDP_525_2";"ARERDP_525_2"
"16947";"are-sw1";"are-sw1"
"16948";"are-sw2";"are-sw2"
"16949";"are-sw3";"are-sw3"
"16950";"are-sw4";"are-sw4"
"17344";"ARE-TD1";"ARE-TD1"
"17345";"ARE-TD2";"ARE-TD2"
"16759";"are-tmo";"are-tmo"
"14184";"ARE-UCS1";"ARE-UCS1"
"16213";"ARE-UCS1-alta";"ARE-UCS1-alta"
"14185";"ARE-UCS2";"ARE-UCS2"
"16214";"ARE-UCS2-baixa";"ARE-UCS2-baixa"
"13790";"ASS_PRI";"ASS_PRI"
"13924";"ASS_SEC";"ASS_SEC"
"17369";"ASS-2L2PA1";"ASS-2L2PA1"
"17370";"ASS-2L2PP1";"ASS-2L2PP1"
"17371";"ASS-4T1PA1";"ASS-4T1PA1"
"17372";"ASS-4T1PP1";"ASS-4T1PP1"
"16526";"ASS-DM705-01";"ASS-DM705-01"
"16527";"ASS-DM705-02";"ASS-DM705-02"
"16410";"ASS-DM880-01";"ASS-DM880-01"
"16411";"ASS-DM880-02";"ASS-DM880-02"
"14545";"ASSRDP_230_1";"ASSRDP_230_1"
"16853";"ASSTW_230_1";"ASSTW_230_1"
"14186";"ASS-UCS1";"ASS-UCS1"
"14187";"ASS-UCS2";"ASS-UCS2"
"14389";"ATL2_HL1";"ATL2_HL1"
"14390";"ATL2_HL2";"ATL2_HL2"
"13854";"ATL2_HOTLINES";"ATL2_HOTLINES"
"15545";"ATL2_HOTLINES_eth1";"ATL2_HOTLINES_eth1"
"15546";"ATL2_HOTLINES_eth2";"ATL2_HOTLINES_eth2"
"13791";"ATL2_PRI";"ATL2_PRI"
"13925";"ATL2_SEC";"ATL2_SEC"
"17386";"ATL2-1BPCD1";"ATL2-1BPCD1"
"17387";"ATL2-1BPCP1";"ATL2-1BPCP1"
"17391";"ATL2-1BUPP1";"ATL2-1BUPP1"
"17392";"ATL2-1BUPP2";"ATL2-1BUPP2"
"17393";"ATL2-1BUPP3";"ATL2-1BUPP3"
"17379";"ATL2-1L2CD1";"ATL2-1L2CD1"
"17380";"ATL2-1L2CP1";"ATL2-1L2CP1"
"17377";"ATL2-1L2PA1";"ATL2-1L2PA1"
"17378";"ATL2-1L2PP1";"ATL2-1L2PP1"
"17411";"ATL2-1L3CD1";"ATL2-1L3CD1"
"17412";"ATL2-1L3CP1";"ATL2-1L3CP1"
"17409";"ATL2-1L3PA1";"ATL2-1L3PA1"
"17410";"ATL2-1L3PP1";"ATL2-1L3PP1"
"17375";"ATL2-1L4CD1";"ATL2-1L4CD1"
"17376";"ATL2-1L4CP1";"ATL2-1L4CP1"
"17373";"ATL2-1L4PA1";"ATL2-1L4PA1"
"17374";"ATL2-1L4PP1";"ATL2-1L4PP1"
"17402";"ATL2-1L5CD1";"ATL2-1L5CD1"
"17403";"ATL2-1L5CP1";"ATL2-1L5CP1"
"17400";"ATL2-1L5PA1";"ATL2-1L5PA1"
"17401";"ATL2-1L5PP1";"ATL2-1L5PP1"
"17413";"ATL2-1T1CD1";"ATL2-1T1CD1"
"17414";"ATL2-1T1CP1";"ATL2-1T1CP1"
"17420";"ATL2-1T2CD1";"ATL2-1T2CD1"
"17421";"ATL2-1T2CP1";"ATL2-1T2CP1"
"17427";"ATL2-1T3CD1";"ATL2-1T3CD1"
"17428";"ATL2-1T3CP1";"ATL2-1T3CP1"
"17389";"ATL2-2BPCD1";"ATL2-2BPCD1"
"17390";"ATL2-2BPCP1";"ATL2-2BPCP1"
"17388";"ATL2-2BPP2";"ATL2-2BPP2"
"17394";"ATL2-2BUPP1";"ATL2-2BUPP1"
"17395";"ATL2-2BUPP2";"ATL2-2BUPP2"
"17396";"ATL2-2BUPP3";"ATL2-2BUPP3"
"17384";"ATL2-2L1CD1";"ATL2-2L1CD1"
"17385";"ATL2-2L1CP1";"ATL2-2L1CP1"
"17382";"ATL2-2L1PA1";"ATL2-2L1PA1"
"17383";"ATL2-2L1PP1";"ATL2-2L1PP1"
"17381";"ATL2-2L1PP2";"ATL2-2L1PP2"
"17407";"ATL2-2L2CD1";"ATL2-2L2CD1"
"17408";"ATL2-2L2CP1";"ATL2-2L2CP1"
"17405";"ATL2-2L2PA1";"ATL2-2L2PA1"
"17406";"ATL2-2L2PP1";"ATL2-2L2PP1"
"17404";"ATL2-2L2PP2";"ATL2-2L2PP2"
"17398";"ATL2-2SACP1";"ATL2-2SACP1"
"17399";"ATL2-2SACP2";"ATL2-2SACP2"
"17418";"ATL2-2T1CD1";"ATL2-2T1CD1"
"17419";"ATL2-2T1CP1";"ATL2-2T1CP1"
"17416";"ATL2-2T1PA1";"ATL2-2T1PA1"
"17417";"ATL2-2T1PP1";"ATL2-2T1PP1"
"17415";"ATL2-2T1PP2";"ATL2-2T1PP2"
"17425";"ATL2-2T2CD1";"ATL2-2T2CD1"
"17426";"ATL2-2T2CP1";"ATL2-2T2CP1"
"17423";"ATL2-2T2PA1";"ATL2-2T2PA1"
"17424";"ATL2-2T2PP1";"ATL2-2T2PP1"
"17422";"ATL2-2T2PP2";"ATL2-2T2PP2"
"17432";"ATL2-2T3CD1";"ATL2-2T3CD1"
"17433";"ATL2-2T3CP1";"ATL2-2T3CP1"
"17430";"ATL2-2T3PA1";"ATL2-2T3PA1"
"17431";"ATL2-2T3PP1";"ATL2-2T3PP1"
"17429";"ATL2-2T3PP2";"ATL2-2T3PP2"
"16528";"ATL2-DM705-01";"ATL2-DM705-01"
"16529";"ATL2-DM705-02";"ATL2-DM705-02"
"16472";"ATL2-DM880-01";"ATL2-DM880-01"
"16473";"ATL2-DM880-02";"ATL2-DM880-02"
"14547";"ATL2RDP_230_1";"ATL2RDP_230_1"
"15982";"ATL2RDP_230_2";"ATL2RDP_230_2"
"14546";"ATL2RDP_69_1";"ATL2RDP_69_1"
"10734";"atl2-rgr-87.123";"atl2-rgr-87.123"
"16951";"atl2-sw1";"atl2-sw1"
"16952";"atl2-sw2";"atl2-sw2"
"16953";"atl2-sw3";"atl2-sw3"
"16954";"atl2-sw4";"atl2-sw4"
"16955";"atl2-sw5";"atl2-sw5"
"16956";"atl2-sw6";"atl2-sw6"
"16957";"atl2-sw7";"atl2-sw7"
"16958";"atl2-sw8";"atl2-sw8"
"16760";"atl2-tmo";"atl2-tmo"
"17397";"ATL2-TSA1_2";"ATL2-TSA1_2"
"19979";"ATL2TW_230_1";"ATL2TW_230_1"
"14001";"ATL2-UCS1";"ATL2-UCS1"
"16215";"ATL2-UCS1-alta";"ATL2-UCS1-alta"
"14002";"ATL2-UCS2";"ATL2-UCS2"
"16216";"ATL2-UCS2-baixa";"ATL2-UCS2-baixa"
"14392";"BIG_HL_RGR";"BIG_HL_RGR"
"14391";"BIG_HL2";"BIG_HL2"
"13855";"BIG_HOTLINES";"BIG_HOTLINES"
"15547";"BIG_HOTLINES_eth1";"BIG_HOTLINES_eth1"
"15548";"BIG_HOTLINES_eth2";"BIG_HOTLINES_eth2"
"10433";"BIG_PRI1";"BIG_PRI1"
"10434";"BIG_PRI2";"BIG_PRI2"
"10435";"BIG_SEC1";"BIG_SEC1"
"10436";"BIG_SEC2";"BIG_SEC2"
"17504";"BIG-1L03CD2";"BIG-1L03CD2"
"17505";"BIG-1L03CP2";"BIG-1L03CP2"
"17499";"BIG-1L04FD1";"BIG-1L04FD1"
"17500";"BIG-1L04PP1";"BIG-1L04PP1"
"17501";"BIG-1L04PP2";"BIG-1L04PP2"
"17453";"BIG-1L05CD1";"BIG-1L05CD1"
"17454";"BIG-1L05CP1";"BIG-1L05CP1"
"17475";"BIG-1L07FD1";"BIG-1L07FD1"
"17476";"BIG-1L07PP1";"BIG-1L07PP1"
"17477";"BIG-1L07PP2";"BIG-1L07PP2"
"17441";"BIG-1L08FD1";"BIG-1L08FD1"
"17503";"BIG-1L3PP1";"BIG-1L3PP1"
"17506";"BIG-1LO3CD1";"BIG-1LO3CD1"
"17507";"BIG-1LO3CP1";"BIG-1LO3CP1"
"17502";"BIG-1LO3FD1";"BIG-1LO3FD1"
"17455";"BIG-1LO5CD2";"BIG-1LO5CD2"
"17456";"BIG-1LO5CP2";"BIG-1LO5CP2"
"17450";"BIG-1LO5FD1";"BIG-1LO5FD1"
"17451";"BIG-1LO5PP1";"BIG-1LO5PP1"
"17452";"BIG-1LO5PP2";"BIG-1LO5PP2"
"17495";"BIG-1LO6CD1";"BIG-1LO6CD1"
"17496";"BIG-1LO6CD2";"BIG-1LO6CD2"
"17497";"BIG-1LO6CP1";"BIG-1LO6CP1"
"17498";"BIG-1LO6CP2";"BIG-1LO6CP2"
"17492";"BIG-1LO6FD1";"BIG-1LO6FD1"
"17493";"BIG-1LO6PP1";"BIG-1LO6PP1"
"17494";"BIG-1LO6PP2";"BIG-1LO6PP2"
"17461";"BIG-1PBPP1";"BIG-1PBPP1"
"17462";"BIG-1PBPP2";"BIG-1PBPP2"
"17463";"BIG-1PBPP3";"BIG-1PBPP3"
"17534";"BIG-1T5FD1";"BIG-1T5FD1"
"17540";"BIG-1T6FD1";"BIG-1T6FD1"
"17549";"BIG-1T7CD1";"BIG-1T7CD1"
"17550";"BIG-1T7CP1";"BIG-1T7CP1"
"17548";"BIG-1T7FD1";"BIG-1T7FD1"
"17559";"BIG-1T8CD1";"BIG-1T8CD1"
"17560";"BIG-1T8CP1";"BIG-1T8CP1"
"17558";"BIG-1T8FD1";"BIG-1T8FD1"
"17459";"BIG-1TIEFD1";"BIG-1TIEFD1"
"17439";"BIG-2C1CD1";"BIG-2C1CD1"
"17440";"BIG-2C1CP1";"BIG-2C1CP1"
"17437";"BIG-2C1PA1";"BIG-2C1PA1"
"17438";"BIG-2C1PP1";"BIG-2C1PP1"
"17445";"BIG-2L04FD1";"BIG-2L04FD1"
"17446";"BIG-2L04PA1";"BIG-2L04PA1"
"17447";"BIG-2L04PP1";"BIG-2L04PP1"
"17472";"BIG-2L09FD1";"BIG-2L09FD1"
"17473";"BIG-2L09PA1";"BIG-2L09PA1"
"17474";"BIG-2L09PP1";"BIG-2L09PP1"
"17442";"BIG-2L11FD1";"BIG-2L11FD1"
"17443";"BIG-2L11PA1";"BIG-2L11PA1"
"17444";"BIG-2L11PP1";"BIG-2L11PP1"
"17457";"BIG-2L5PA1";"BIG-2L5PA1"
"17458";"BIG-2L5PP1";"BIG-2L5PP1"
"17464";"BIG-2PBPP1";"BIG-2PBPP1"
"17508";"BIG-2T1FD1";"BIG-2T1FD1"
"17515";"BIG-2T2CD1";"BIG-2T2CD1"
"17516";"BIG-2T2CP1";"BIG-2T2CP1"
"17514";"BIG-2T2FD1";"BIG-2T2FD1"
"17526";"BIG-2T3CD1";"BIG-2T3CD1"
"17527";"BIG-2T3CP1";"BIG-2T3CP1"
"17525";"BIG-2T3FD1";"BIG-2T3FD1"
"17535";"BIG-2T5FD1";"BIG-2T5FD1"
"17536";"BIG-2T5PA1";"BIG-2T5PA1"
"17537";"BIG-2T5PA2";"BIG-2T5PA2"
"17538";"BIG-2T5PP1";"BIG-2T5PP1"
"17539";"BIG-2T5PP2";"BIG-2T5PP2"
"17541";"BIG-2T6FD1";"BIG-2T6FD1"
"17542";"BIG-2T6PA1";"BIG-2T6PA1"
"17543";"BIG-2T6PA2";"BIG-2T6PA2"
"17544";"BIG-2T6PA3";"BIG-2T6PA3"
"17545";"BIG-2T6PP1";"BIG-2T6PP1"
"17546";"BIG-2T6PP2";"BIG-2T6PP2"
"17547";"BIG-2T6PP3";"BIG-2T6PP3"
"17556";"BIG-2T7CD1";"BIG-2T7CD1"
"17557";"BIG-2T7CP1";"BIG-2T7CP1"
"17551";"BIG-2T7FD1";"BIG-2T7FD1"
"17552";"BIG-2T7PA1";"BIG-2T7PA1"
"17553";"BIG-2T7PA2";"BIG-2T7PA2"
"17554";"BIG-2T7PP1";"BIG-2T7PP1"
"17555";"BIG-2T7PP2";"BIG-2T7PP2"
"17564";"BIG-2T8CD1";"BIG-2T8CD1"
"17565";"BIG-2T8CP1";"BIG-2T8CP1"
"17561";"BIG-2T8FD1";"BIG-2T8FD1"
"17562";"BIG-2T8PA1";"BIG-2T8PA1"
"17563";"BIG-2T8PP1";"BIG-2T8PP1"
"17460";"BIG-2TIEFD1";"BIG-2TIEFD1"
"17465";"BIG-2UCSD1";"BIG-2UCSD1"
"17466";"BIG-2UCSP1";"BIG-2UCSP1"
"17488";"BIG-50ACD1";"BIG-50ACD1"
"17489";"BIG-50ACP1";"BIG-50ACP1"
"17484";"BIG-50AFD1";"BIG-50AFD1"
"17490";"BIG-50CCD1";"BIG-50CCD1"
"17491";"BIG-50CCP1";"BIG-50CCP1"
"17485";"BIG-50CFD1";"BIG-50CFD1"
"17478";"BIG-51AFD2";"BIG-51AFD2"
"17509";"BIG-51BFD1";"BIG-51BFD1"
"17434";"BIG-52AFD1";"BIG-52AFD1"
"17517";"BIG-52BFD1";"BIG-52BFD1"
"17467";"BIG-52CFD1";"BIG-52CFD1"
"17528";"BIG-53BFD1";"BIG-53BFD1"
"17468";"BIG-53CFD1";"BIG-53CFD1"
"17470";"BIG-5CPTR3";"BIG-5CPTR3"
"17471";"BIG-5CPTR4";"BIG-5CPTR4"
"17435";"BIG-5L1PA1";"BIG-5L1PA1"
"17436";"BIG-5L1PP1";"BIG-5L1PP1"
"17448";"BIG-5LA3PA1";"BIG-5LA3PA1"
"17449";"BIG-5LA3PP1";"BIG-5LA3PP1"
"17469";"BIG-5PBPP1";"BIG-5PBPP1"
"17486";"BIG-5R3PA1";"BIG-5R3PA1"
"17487";"BIG-5R3PP1";"BIG-5R3PP1"
"17479";"BIG-5RBPA1";"BIG-5RBPA1"
"17480";"BIG-5RBPP1";"BIG-5RBPP1"
"17481";"BIG-5RL1FD1";"BIG-5RL1FD1"
"17482";"BIG-5RL1PA1";"BIG-5RL1PA1"
"17483";"BIG-5RL1PP1";"BIG-5RL1PP1"
"17510";"BIG-5T1PA1";"BIG-5T1PA1"
"17511";"BIG-5T1PA2";"BIG-5T1PA2"
"17512";"BIG-5T1PP1";"BIG-5T1PP1"
"17513";"BIG-5T1PP2";"BIG-5T1PP2"
"17523";"BIG-5T2CD1";"BIG-5T2CD1"
"17524";"BIG-5T2CP1";"BIG-5T2CP1"
"17518";"BIG-5T2PA1";"BIG-5T2PA1"
"17519";"BIG-5T2PA2";"BIG-5T2PA2"
"17520";"BIG-5T2PP1";"BIG-5T2PP1"
"17521";"BIG-5T2PP2";"BIG-5T2PP2"
"17522";"BIG-5T2PP3";"BIG-5T2PP3"
"17531";"BIG-5T3CD1";"BIG-5T3CD1"
"17532";"BIG-5T3CP1";"BIG-5T3CP1"
"17529";"BIG-5T3PA1";"BIG-5T3PA1"
"17530";"BIG-5T3PP1";"BIG-5T3PP1"
"16530";"BIG-DM705-01";"BIG-DM705-01"
"16531";"BIG-DM705-02";"BIG-DM705-02"
"16440";"BIG-DM880-01";"BIG-DM880-01"
"16441";"BIG-DM880-02";"BIG-DM880-02"
"14548";"BIGRDP_138_1";"BIGRDP_138_1"
"14549";"BIGRDP_138_2";"BIGRDP_138_2"
"15785";"BIGRDP_138_3";"BIGRDP_138_3"
"14550";"BIGRDP_230_1";"BIGRDP_230_1"
"14551";"BIGRDP_230_2";"BIGRDP_230_2"
"11559";"BIGRDP_230_3";"BIGRDP_230_3"
"11954";"BIGRDP_230_4";"BIGRDP_230_4"
"15784";"BIGRDP_230_5";"BIGRDP_230_5"
"14552";"BIGRDP_525_1";"BIGRDP_525_1"
"11955";"BIGRDP_525_2";"BIGRDP_525_2"
"16959";"big-sw";"big-sw"
"16960";"big-sw3";"big-sw3"
"16761";"big-tmo";"big-tmo"
"19983";"BIGTW_525_1";"BIGTW_525_1"
"14190";"BIG-UCS1";"BIG-UCS1"
"16217";"BIG-UCS1-alta";"BIG-UCS1-alta"
"14191";"BIG-UCS2";"BIG-UCS2"
"16220";"BIG-UCS2-baixa";"BIG-UCS2-baixa"
"17533";"BIG-UT3CP1";"BIG-UT3CP1"
"14394";"BLU_HL_RGR";"BLU_HL_RGR"
"14393";"BLU_HL1";"BLU_HL1"
"13856";"BLU_HOTLINES";"BLU_HOTLINES"
"15549";"BLU_HOTLINES_eth1";"BLU_HOTLINES_eth1"
"15550";"BLU_HOTLINES_eth2";"BLU_HOTLINES_eth2"
"10520";"BLU_PRI1";"BLU_PRI1"
"10522";"BLU_PRI2";"BLU_PRI2"
"10521";"BLU_SEC1";"BLU_SEC1"
"10523";"BLU_SEC2";"BLU_SEC2"
"17585";"BLU-21";"BLU-21"
"17586";"BLU-21A";"BLU-21A"
"17588";"BLU-21P";"BLU-21P"
"17598";"BLU-25_138";"BLU-25_138"
"17597";"BLU-25_230";"BLU-25_230"
"17596";"BLU-25_525";"BLU-25_525"
"17566";"BLU-2C1SY";"BLU-2C1SY"
"17567";"BLU-2C2SY";"BLU-2C2SY"
"17568";"BLU-2L06PA1";"BLU-2L06PA1"
"17569";"BLU-2L06PP1";"BLU-2L06PP1"
"17589";"BLU-2L1PA1";"BLU-2L1PA1"
"17590";"BLU-2L1PP1";"BLU-2L1PP1"
"17591";"BLU-2L2PA1";"BLU-2L2PA1"
"17592";"BLU-2L2PP1";"BLU-2L2PP1"
"17570";"BLU-2L7PA1";"BLU-2L7PA1"
"17571";"BLU-2L7PP1";"BLU-2L7PP1"
"17594";"BLU-2LPA1";"BLU-2LPA1"
"17593";"BLU-2LPP1";"BLU-2LPP1"
"17574";"BLU-4DBCD1";"BLU-4DBCD1"
"17575";"BLU-4DBCD2";"BLU-4DBCD2"
"17576";"BLU-4DBCP1";"BLU-4DBCP1"
"17577";"BLU-4DBCP2";"BLU-4DBCP2"
"17578";"BLU-4DCCD1";"BLU-4DCCD1"
"17579";"BLU-4DCCP1";"BLU-4DCCP1"
"17605";"BLU-50BF";"BLU-50BF"
"17613";"BLU-51_51G";"BLU-51_51G"
"17614";"BLU-51_51G_2F";"BLU-51_51G_2F"
"17615";"BLU-51_51G_2R";"BLU-51_51G_2R"
"17612";"BLU-51_51G_3F";"BLU-51_51G_3F"
"17582";"BLU-52BFC";"BLU-52BFC"
"17580";"BLU-5LA0PA1";"BLU-5LA0PA1"
"17581";"BLU-5LA0PP1";"BLU-5LA0PP1"
"17572";"BLU-5LB4PA1";"BLU-5LB4PA1"
"17573";"BLU-5LB4PP1";"BLU-5LB4PP1"
"17595";"BLU-5R1SY";"BLU-5R1SY"
"17608";"BLU-5R2CD1";"BLU-5R2CD1"
"17609";"BLU-5R2CP1";"BLU-5R2CP1"
"17606";"BLU-5R2PA1";"BLU-5R2PA1"
"17607";"BLU-5R2PP1";"BLU-5R2PP1"
"17610";"BLU-5R2SD1";"BLU-5R2SD1"
"17611";"BLU-5R2SP1";"BLU-5R2SP1"
"17599";"BLU-87AC";"BLU-87AC"
"17600";"BLU-87BC";"BLU-87BC"
"17587";"BLU-COM";"BLU-COM"
"16697";"BLU-DM4100";"BLU-DM4100"
"16532";"BLU-DM705-01";"BLU-DM705-01"
"16533";"BLU-DM705-02";"BLU-DM705-02"
"16442";"BLU-DM880-01";"BLU-DM880-01"
"16443";"BLU-DM880-02";"BLU-DM880-02"
"14553";"BLURDP_230_1";"BLURDP_230_1"
"14554";"BLURDP_230_2";"BLURDP_230_2"
"20082";"BLURDP_230_3";"BLURDP_230_3"
"14555";"BLURDP_525_1";"BLURDP_525_1"
"14556";"BLURDP_525_2";"BLURDP_525_2"
"15983";"BLURDP_525_3";"BLURDP_525_3"
"17603";"BLU-SK1APP1";"BLU-SK1APP1"
"17604";"BLU-SK1BPP1";"BLU-SK1BPP1"
"16961";"blu-sw1";"blu-sw1"
