"hostid";"host";"name"
"19998";"SW3-CBA-Almoxarifado";"SW3-CBA-Almoxarifado"
"20027";"10.6.19.10";"SW3-CBA-Central"
"12522";"10.6.19.5";"SW3-CBA-Central2"
"12510";"SW3-CBA-Convivencia";"SW3-CBA-Convivencia"
"12523";"SW3-CBA-Oficina";"SW3-CBA-Oficina"
"10393";"10.6.68.1";"SW3-CCH"
"10455";"SW3-CGR";"SW3-CGR"
"12251";"SW3-CGR-ADM";"SW3-CGR-ADM"
"12252";"SW3-CGR-Manut";"SW3-CGR-Manut"
"16074";"SW3-CHA";"SW3-CHA"
"16072";"SW3-CHA_sala_intermed";"SW3-CHA_sala_intermed"
"16073";"SW3-CHA_sala_manut";"SW3-CHA_sala_manut"
"10389";"SW3-CMO";"SW3-CMO"
"16041";"SW3-CNE";"SW3-CNE"
"12397";"SW3-CNG2";"SW3-CNG2"
"16042";"SW3-CNG3";"SW3-CNG3"
"10354";"SW3-CNO";"SW3-CNO"
"10387";"SW3-CRLIV";"SW3-CRLIV"
"20033";"SW3-CSE";"SW3-CSE"
"10376";"SW3-CTA";"SW3-CTA"
"17273";"SW3-CVO";"SW3-CVO"
"10476";"SW3-DOU";"SW3-DOU"
"12249";"SW3-DOU-AUX";"SW3-DOU-AUX"
"12250";"SW3-DOU-Linhas";"SW3-DOU-Linhas"
"10424";"SW3-DPO";"SW3-DPO"
"11899";"SW3-DRO-1";"SW3-DRO-1"
"12489";"SW3-DRO101-DM";"SW3-DRO101-DM"
"12490";"SW3-DRO102-DM";"SW3-DRO102-DM"
"12149";"SW3-DRO-2";"SW3-DRO-2"
"12273";"SW3-DRO-AUX";"SW3-DRO-AUX"
"10470";"SW3-FAR";"SW3-FAR"
"12521";"SW3-FAR-Escr";"SW3-FAR-Escr"
"10473";"SW3-FCO";"SW3-FCO"
"10384";"SW3-FHA";"SW3-FHA"
"10458";"SW3-GAR1";"SW3-GAR1"
"10408";"SW3-GAS2";"SW3-GAS2"
"10398";"SW3-GRA";"SW3-GRA"
"10463";"SW3-GRA3";"SW3-GRA3"
"11903";"SW3-GRA-CLI";"SW3-GRA-CLI"
"10373";"SW3-GRT";"SW3-GRT"
"12241";"SW3-GUA";"SW3-GUA"
"15737";"SW3-GUA3";"SW3-GUA3"
"12238";"SW3-GUO";"SW3-GUO"
"12147";"SW3-IJU2";"SW3-IJU2"
"10386";"SW3-IJU2-CLI";"SW3-IJU2-CLI"
"12240";"SW3-IRN";"SW3-IRN"
"10396";"SW3-ITJ";"SW3-ITJ"
"10382";"SW3-ITR";"SW3-ITR"
"10457";"SW3-IVI2";"SW3-IVI2"
"10471";"SW3-IVP";"SW3-IVP"
"16840";"SW3-JAS";"SW3-JAS"
"10465";"SW3-JNO";"SW3-JNO"
"10468";"SW3-JOI";"SW3-JOI"
"12256";"SW3-JOI-ESCRI";"SW3-JOI-ESCRI"
"19931";"SW3-JSU";"SW3-JSU"
"10474";"SW3-LAR";"SW3-LAR"
"12236";"SW3-LAR-Escritorio";"SW3-LAR-Escritorio"
"10405";"SW3-LGR";"SW3-LGR"
"10394";"SW3-LIV2";"SW3-LIV2"
"12396";"SW3-LIV3";"SW3-LIV3"
"10430";"SW3-LNS";"SW3-LNS"
"10466";"SW3-LON";"SW3-LON"
"12390";"SW3-LON-AUX";"SW3-LON-AUX"
"15748";"SW3-MBR";"SW3-MBR"
"15745";"SW3-MBR3";"SW3-MBR3"
"10406";"SW3-MCH";"SW3-MCH"
"10407";"SW3-MCL";"SW3-MCL"
"13388";"SW3-MIM2";"SW3-MIM2"
"13389";"SW3-MIM2-DM4050";"SW3-MIM2-DM4050"
"10400";"SW3-MIS";"SW3-MIS"
"10377";"SW3-MRO2";"SW3-MRO2"
"12258";"SW3-NPE2";"SW3-NPE2"
"10416";"SW3-NPR2";"SW3-NPR2"
"10410";"SW3-NSR";"SW3-NSR"
"10413";"SW3-OSO2";"SW3-OSO2"
"10477";"SW3-PAL";"SW3-PAL"
"10427";"SW3-PEL3";"SW3-PEL3"
"10402";"SW3-PFU";"SW3-PFU"
"11898";"SW3-PFU-CLI";"SW3-PFU-CLI"
"10428";"SW3-PGR";"SW3-PGR"
"10426";"SW3-PHM";"SW3-PHM"
"10422";"SW3-PIN2";"SW3-PIN2"
"10420";"SW3-PLT";"SW3-PLT"
"12245";"SW3-PME-Ebras";"SW3-PME-Ebras"
"10415";"SW3-PME-Esul";"SW3-PME-Esul"
"10380";"SW3-PNO";"SW3-PNO"
"15706";"SW3-PNO460";"SW3-PNO460"
"12128";"SW3-POA-PTT-RNP";"SW3-POA-PTT-RNP"
"10378";"SW3-QUI";"SW3-QUI"
"10555";"SW3-RGR-ABT-20.166.125";"SW3-RGR-ABT-20.166.125"
"10556";"SW3-RGR-ARE-16.70.253";"SW3-RGR-ARE-16.70.253"
"10510";"SW3-RGR-ASS-68.254";"SW3-RGR-ASS-68.254"
"10481";"SW3-RGR-BIG-19.16.5";"SW3-RGR-BIG-19.16.5"
"15996";"SW3-RGR-BIG-19.16.6";"SW3-RGR-BIG-19.16.6"
"10482";"SW3-RGR-BLU-24.254";"SW3-RGR-BLU-24.254"
"10535";"SW3-RGR-CAN-25.254";"SW3-RGR-CAN-25.254"
"10483";"SW3-RGR-CAX-26.254";"SW3-RGR-CAX-26.254"
"15783";"SW3-RGR-CBA-32.186";"SW3-RGR-CBA-32.186"
"10512";"SW3-RGR-CCH-75.254";"SW3-RGR-CCH-75.254"
"10485";"SW3-RGR-CMO-31.254";"SW3-RGR-CMO-31.254"
"10486";"SW3-RGR-CNO-32.254";"SW3-RGR-CNO-32.254"
"10487";"SW3-RGR-DRO-34.254";"SW3-RGR-DRO-34.254"
"10560";"SW3-RGR-FCO-20.141.125";"SW3-RGR-FCO-20.141.125"
"10561";"SW3-RGR-GAS2-20.167.125";"SW3-RGR-GAS2-20.167.125"
"10508";"SW3-RGR-GRA3-62.254";"SW3-RGR-GRA3-62.254"
"10489";"SW3-RGR-GRA-38.254";"SW3-RGR-GRA-38.254"
"10567";"SW3-RGR-IJU2-20.137.125";"SW3-RGR-IJU2-20.137.125"
"10491";"SW3-RGR-ITJ-40.254";"SW3-RGR-ITJ-40.254"
"10492";"SW3-RGR-IVP-41.254";"SW3-RGR-IVP-41.254"
"10493";"SW3-RGR-JLB-43.254";"SW3-RGR-JLB-43.254"
"10509";"SW3-RGR-JNO-67.254";"SW3-RGR-JNO-67.254"
"10494";"SW3-RGR-JOI-44.254";"SW3-RGR-JOI-44.254"
"10495";"SW3-RGR-LGR-45.254";"SW3-RGR-LGR-45.254"
"10513";"SW3-RGR-LIV2-78.254";"SW3-RGR-LIV2-78.254"
"10496";"SW3-RGR-LON-46.254";"SW3-RGR-LON-46.254"
"10511";"SW3-RGR-MIS-70.254";"SW3-RGR-MIS-70.254"
"10499";"SW3-RGR-NSR-49.254";"SW3-RGR-NSR-49.254"
"11769";"SW3-RGR-ONS-SAL";"SW3-RGR-ONS-SAL"
"11768";"SW3-RGR-ONS-SAR";"SW3-RGR-ONS-SAR"
"10507";"SW3-RGR-OSO2-60.254";"SW3-RGR-OSO2-60.254"
"10500";"SW3-RGR-PAL-50.254";"SW3-RGR-PAL-50.254"
"10501";"SW3-RGR-PFU-51.254";"SW3-RGR-PFU-51.254"
"10572";"SW3-RGR-SED1";"SW3-RGR-SED1"
"10573";"SW3-RGR-SED2";"SW3-RGR-SED2"
"10479";"SW3-RGR-SED94-18.254";"SW3-RGR-SED94-18.254"
"11380";"SW3-RGR-SID-52.254";"SW3-RGR-SID-52.254"
"10503";"SW3-RGR-SOS-53.254";"SW3-RGR-SOS-53.254"
"11382";"SW3-RGR-SSA-54.254";"SW3-RGR-SSA-54.254"
"11384";"SW3-RGR-STA-55.254";"SW3-RGR-STA-55.254"
"10736";"SW3-RGR-UHPJ-72.254";"SW3-RGR-UHPJ-72.254"
"11386";"SW3-RGR-XAN-58.254";"SW3-RGR-XAN-58.254"
"10417";"SW3-RRS";"SW3-RRS"
"10460";"SW3-SCR1";"SW3-SCR1"
"12242";"SW3-SDI";"SW3-SDI"
"12514";"SW3-SED-Auditorio";"SW3-SED-Auditorio"
"10358";"SW3-SED-CPD01";"SW3-SED-CPD01"
"11897";"SW3-SED-CPD02";"SW3-SED-CPD02"
"12515";"SW3-SED-CPD03";"SW3-SED-CPD03"
"12511";"SW3-SED-Rack-B";"SW3-SED-Rack-B"
"10452";"SW3-SED-SALACOM";"SW3-SED-SALACOM"
"12150";"SW3-SED-TEL-PRI";"SW3-SED-TEL-PRI"
"12151";"SW3-SED-TEL-SEC";"SW3-SED-TEL-SEC"
"10409";"SW3-SER";"SW3-SER"
"12518";"SW3-SER_DEME-1";"SW3-SER_DEME-1"
"12512";"SW3-SER-Auditorio";"SW3-SER-Auditorio"
"12513";"SW3-SER-DEML";"SW3-SER-DEML"
"12517";"SW3-SER-SMPAL";"SW3-SER-SMPAL"
"10383";"SW3-SID";"SW3-SID"
"10419";"SW3-SMA";"SW3-SMA"
"12264";"SW3-SMA3";"SW3-SMA3"
"10401";"SW3-SOS";"SW3-SOS"
"12244";"SW3-SPA2";"SW3-SPA2"
"10374";"SW3-SPA2-TSLE";"SW3-SPA2-TSLE"
"10392";"SW3-SRO";"SW3-SRO"
"12272";"SW3-SSA";"SW3-SSA"
"10391";"SW3-STA";"SW3-STA"
"11901";"SW3-STA-CLI";"SW3-STA-CLI"
"11900";"SW3-STA-CLI2";"SW3-STA-CLI2"
"12519";"SW3-STA-Escri";"SW3-STA-Escri"
"10418";"SW3-SVI";"SW3-SVI"
"12046";"SW3-TDM-ALE";"SW3-TDM-ALE"
"12049";"SW3-TDM-BGE";"SW3-TDM-BGE"
"12024";"SW3-TDM-BLU";"SW3-TDM-BLU"
"12037";"SW3-TDM-CAX";"SW3-TDM-CAX"
"12026";"SW3-TDM-CBA";"SW3-TDM-CBA"
"12027";"SW3-TDM-CGR";"SW3-TDM-CGR"
"12030";"SW3-TDM-CMO";"SW3-TDM-CMO"
"12035";"SW3-TDM-CNO";"SW3-TDM-CNO"
"12025";"SW3-TDM-DOU";"SW3-TDM-DOU"
"12034";"SW3-TDM-DRO";"SW3-TDM-DRO"
"12036";"SW3-TDM-GRA";"SW3-TDM-GRA"
"15990";"SW3-TDM-GUA";"SW3-TDM-GUA"
"12039";"SW3-TDM-IJU2-CLI";"SW3-TDM-IJU2-CLI"
"12028";"SW3-TDM-IVP";"SW3-TDM-IVP"
"12048";"SW3-TDM-LIV2";"SW3-TDM-LIV2"
"12029";"SW3-TDM-LON";"SW3-TDM-LON"
"12042";"SW3-TDM-NSR";"SW3-TDM-NSR"
"12040";"SW3-TDM-PFU-CLI";"SW3-TDM-PFU-CLI"
"12051";"SW3-TDM-PLT";"SW3-TDM-PLT"
"12050";"SW3-TDM-PME-Esul";"SW3-TDM-PME-Esul"
"12129";"10.6.53.2";"SW3-TDM-PNO"
"12052";"SW3-TDM-QUI";"SW3-TDM-QUI"
"12045";"SW3-TDM-RRS";"SW3-TDM-RRS"
"12043";"SW3-TDM-SCR1";"SW3-TDM-SCR1"
"12033";"SW3-TDM-SED-CPD01";"SW3-TDM-SED-CPD01"
"12031";"SW3-TDM-SED-CPD02";"SW3-TDM-SED-CPD02"
"12044";"SW3-TDM-SMA";"SW3-TDM-SMA"
"12041";"SW3-TDM-STA-CLI";"SW3-TDM-STA-CLI"
"12047";"SW3-TDM-UTUR";"SW3-TDM-UTUR"
"12038";"SW3-TDM-XAN";"SW3-TDM-XAN"
"10399";"SW3-TPR2";"SW3-TPR2"
"10461";"SW3-UHBC";"SW3-UHBC"
"12255";"SW3-UHJB";"SW3-UHJB"
"10412";"SW3-UHPJ";"SW3-UHPJ"
"10385";"SW3-UHSD_QTL_1";"SW3-UHSD_QTL_1"
"12253";"SW3-UHSD-QTL_12";"SW3-UHSD-QTL_12"
"10423";"SW3-UTUR";"SW3-UTUR"
"10429";"SW3-VIN";"SW3-VIN"
"12243";"SW3-VMT";"SW3-VMT"
"10469";"SW3-XAN";"SW3-XAN"
"19999";"SW3-XAN-Almoxarifado";"SW3-XAN-Almoxarifado"
"12274";"SW3-XAN-Escr";"SW3-XAN-Escr"
"20000";"SW3-XAN-Oficina";"SW3-XAN-Oficina"
"10379";"SW3-YTA";"SW3-YTA"
"16078";"SW-CNG2-CFTV";"SW-CNG2-CFTV"
"16077";"SW-CNG3-CFTV";"SW-CNG3-CFTV"
"16384";"SW-DRO-STO04-02";"SW-DRO-STO04-02"
"16091";"Switch SEL-9330-A rack 1 - 106";"Switch SEL-9330-A rack 1 - 106"
"16084";"Switch SEL-9330-A rack1 - 104";"Switch SEL-9330-A rack1 - 104"
"16841";"SW-JAS-CFTV";"SW-JAS-CFTV"
"16079";"SW-LIV3-CFTV";"SW-LIV3-CFTV"
"20058";"SW-NVE-1";"SW-NVE-1"
"11803";"SW-RGR-SED94B";"SW-RGR-SED94B"
"12237";"SW-SED-CPD_Gerencia_2";"SW-SED-CPD_Gerencia_2"
"16385";"SW-SED-STO03-02";"SW-SED-STO03-02"
"16119";"SW-UHSD-TomadaDAgua";"SW-UHSD-TomadaDAgua"
"16118";"SW-UHSD-Vertedouro";"SW-UHSD-Vertedouro"
"14884";"TEL_BIG_SAT_1";"TEL_BIG_SAT_1"
"14885";"TEL_BIG_SAT_2";"TEL_BIG_SAT_2"
"14886";"TEL_BIG_SAT_3";"TEL_BIG_SAT_3"
"14894";"TEL_COC_SAT_NORTE";"TEL_COC_SAT_NORTE"
"14895";"TEL_COC_SAT_RESERVA";"TEL_COC_SAT_RESERVA"
"14893";"TEL_COC_SAT_SUL";"TEL_COC_SAT_SUL"
"14890";"TEL_COSE_SAT_NORTE";"TEL_COSE_SAT_NORTE"
"14892";"TEL_COSE_SAT_RESERVA";"TEL_COSE_SAT_RESERVA"
"14891";"TEL_COSE_SAT_SUL";"TEL_COSE_SAT_SUL"
"14887";"TEL_SEDE_SAT_1";"TEL_SEDE_SAT_1"
"14888";"TEL_SEDE_SAT_2";"TEL_SEDE_SAT_2"
"14889";"TEL_SEDE_SAT_3";"TEL_SEDE_SAT_3"
"14748";"TEL-CONSOLE-CCT-01";"TEL-CONSOLE-CCT-01"
"14749";"TEL-CONSOLE-CCT-02";"TEL-CONSOLE-CCT-02"
"14770";"TEL-CONSOLE-CCT-03";"TEL-CONSOLE-CCT-03"
"14750";"TEL-CONSOLE-COC-01";"TEL-CONSOLE-COC-01"
"14751";"TEL-CONSOLE-COC-02";"TEL-CONSOLE-COC-02"
"14752";"TEL-CONSOLE-COC-03";"TEL-CONSOLE-COC-03"
"14753";"TEL-CONSOLE-COC-04";"TEL-CONSOLE-COC-04"
"14754";"TEL-CONSOLE-COC-05";"TEL-CONSOLE-COC-05"
"14755";"TEL-CONSOLE-COC-06";"TEL-CONSOLE-COC-06"
"14756";"TEL-CONSOLE-COC-07";"TEL-CONSOLE-COC-07"
"14757";"TEL-CONSOLE-COC-08";"TEL-CONSOLE-COC-08"
"14758";"TEL-CONSOLE-COC-09";"TEL-CONSOLE-COC-09"
"14901";"TEL-CONSOLE-COC-10-PA";"TEL-CONSOLE-COC-10-PA"
"14902";"TEL-CONSOLE-COC-11-PA";"TEL-CONSOLE-COC-11-PA"
"14759";"TEL-CONSOLE-COG-01";"TEL-CONSOLE-COG-01"
"14760";"TEL-CONSOLE-COSE-01";"TEL-CONSOLE-COSE-01"
"14761";"TEL-CONSOLE-COSE-02";"TEL-CONSOLE-COSE-02"
"14762";"TEL-CONSOLE-COSE-03";"TEL-CONSOLE-COSE-03"
"14763";"TEL-CONSOLE-COSE-04";"TEL-CONSOLE-COSE-04"
"14764";"TEL-CONSOLE-COSE-05";"TEL-CONSOLE-COSE-05"
"14765";"TEL-CONSOLE-COSE-06";"TEL-CONSOLE-COSE-06"
"14766";"TEL-CONSOLE-COSE-07";"TEL-CONSOLE-COSE-07"
"14767";"TEL-CONSOLE-COSE-08";"TEL-CONSOLE-COSE-08"
"14768";"TEL-CONSOLE-COSE-09";"TEL-CONSOLE-COSE-09"
"14769";"TEL-CONSOLE-COSE-10";"TEL-CONSOLE-COSE-10"
"15136";"TELECONTROLE_ABT";"TELECONTROLE_ABT"
"15236";"TELECONTROLE_ABT_realA";"TELECONTROLE_ABT_realA"
"15237";"TELECONTROLE_ABT_realB";"TELECONTROLE_ABT_realB"
"14950";"TELECONTROLE_ABT_redeA";"TELECONTROLE_ABT_redeA"
"14949";"TELECONTROLE_ABT_redeB";"TELECONTROLE_ABT_redeB"
"15239";"TELECONTROLE_ABT_rgrA";"TELECONTROLE_ABT_rgrA"
"15238";"TELECONTROLE_ABT_rgrB";"TELECONTROLE_ABT_rgrB"
"15137";"TELECONTROLE_ANA";"TELECONTROLE_ANA"
"15241";"TELECONTROLE_ANA_realA";"TELECONTROLE_ANA_realA"
"15240";"TELECONTROLE_ANA_realB";"TELECONTROLE_ANA_realB"
"14952";"TELECONTROLE_ANA_redeA";"TELECONTROLE_ANA_redeA"
"14951";"TELECONTROLE_ANA_redeB";"TELECONTROLE_ANA_redeB"
"15243";"TELECONTROLE_ANA_rgrA";"TELECONTROLE_ANA_rgrA"
"15242";"TELECONTROLE_ANA_rgrB";"TELECONTROLE_ANA_rgrB"
"15138";"TELECONTROLE_ARE";"TELECONTROLE_ARE"
"15139";"TELECONTROLE_ARE_FW";"TELECONTROLE_ARE_FW"
"14956";"TELECONTROLE_ARE_FW_redeA";"TELECONTROLE_ARE_FW_redeA"
"14955";"TELECONTROLE_ARE_FW_redeB";"TELECONTROLE_ARE_FW_redeB"
"15140";"TELECONTROLE_ASS";"TELECONTROLE_ASS"
"15244";"TELECONTROLE_ASS_realA";"TELECONTROLE_ASS_realA"
"15246";"TELECONTROLE_ASS_realB";"TELECONTROLE_ASS_realB"
"14958";"TELECONTROLE_ASS_redeA";"TELECONTROLE_ASS_redeA"
"14957";"TELECONTROLE_ASS_redeB";"TELECONTROLE_ASS_redeB"
"15245";"TELECONTROLE_ASS_rgrA";"TELECONTROLE_ASS_rgrA"
"15247";"TELECONTROLE_ASS_rgrB";"TELECONTROLE_ASS_rgrB"
"15141";"TELECONTROLE_ATL2";"TELECONTROLE_ATL2"
"15250";"TELECONTROLE_ATL2_realA";"TELECONTROLE_ATL2_realA"
"15248";"TELECONTROLE_ATL2_realB";"TELECONTROLE_ATL2_realB"
"14960";"TELECONTROLE_ATL2_redeA";"TELECONTROLE_ATL2_redeA"
"14959";"TELECONTROLE_ATL2_redeB";"TELECONTROLE_ATL2_redeB"
"15251";"TELECONTROLE_ATL2_rgrA";"TELECONTROLE_ATL2_rgrA"
"15249";"TELECONTROLE_ATL2_rgrB";"TELECONTROLE_ATL2_rgrB"
"15142";"TELECONTROLE_BIG";"TELECONTROLE_BIG"
"15143";"TELECONTROLE_BIG_FW";"TELECONTROLE_BIG_FW"
"14964";"TELECONTROLE_BIG_FW_redeA";"TELECONTROLE_BIG_FW_redeA"
"14963";"TELECONTROLE_BIG_FW_redeB";"TELECONTROLE_BIG_FW_redeB"
"15144";"TELECONTROLE_BLU";"TELECONTROLE_BLU"
"15145";"TELECONTROLE_BLU_FW";"TELECONTROLE_BLU_FW"
"14968";"TELECONTROLE_BLU_FW_redeA";"TELECONTROLE_BLU_FW_redeA"
"14967";"TELECONTROLE_BLU_FW_redeB";"TELECONTROLE_BLU_FW_redeB"
"15146";"TELECONTROLE_CAM3";"TELECONTROLE_CAM3"
"15253";"TELECONTROLE_CAM3_realA";"TELECONTROLE_CAM3_realA"
"15252";"TELECONTROLE_CAM3_realB";"TELECONTROLE_CAM3_realB"
"14970";"TELECONTROLE_CAM3_redeA";"TELECONTROLE_CAM3_redeA"
"14969";"TELECONTROLE_CAM3_redeB";"TELECONTROLE_CAM3_redeB"
"15255";"TELECONTROLE_CAM3_rgrA";"TELECONTROLE_CAM3_rgrA"
"15254";"TELECONTROLE_CAM3_rgrB";"TELECONTROLE_CAM3_rgrB"
"15147";"TELECONTROLE_CAN";"TELECONTROLE_CAN"
"15257";"TELECONTROLE_CAN_realA";"TELECONTROLE_CAN_realA"
"15256";"TELECONTROLE_CAN_realB";"TELECONTROLE_CAN_realB"
"14972";"TELECONTROLE_CAN_redeA";"TELECONTROLE_CAN_redeA"
"14971";"TELECONTROLE_CAN_redeB";"TELECONTROLE_CAN_redeB"
"15259";"TELECONTROLE_CAN_rgrA";"TELECONTROLE_CAN_rgrA"
"15258";"TELECONTROLE_CAN_rgrB";"TELECONTROLE_CAN_rgrB"
"15150";"TELECONTROLE_CAX";"TELECONTROLE_CAX"
"15261";"TELECONTROLE_CAX_realA";"TELECONTROLE_CAX_realA"
"15260";"TELECONTROLE_CAX_realB";"TELECONTROLE_CAX_realB"
"14974";"TELECONTROLE_CAX_redeA";"TELECONTROLE_CAX_redeA"
"14973";"TELECONTROLE_CAX_redeB";"TELECONTROLE_CAX_redeB"
"15263";"TELECONTROLE_CAX_rgrA";"TELECONTROLE_CAX_rgrA"
"15262";"TELECONTROLE_CAX_rgrB";"TELECONTROLE_CAX_rgrB"
"15148";"TELECONTROLE_CAX5";"TELECONTROLE_CAX5"
"15265";"TELECONTROLE_CAX5_realA";"TELECONTROLE_CAX5_realA"
"15264";"TELECONTROLE_CAX5_realB";"TELECONTROLE_CAX5_realB"
"14976";"TELECONTROLE_CAX5_redeA";"TELECONTROLE_CAX5_redeA"
"14975";"TELECONTROLE_CAX5_redeB";"TELECONTROLE_CAX5_redeB"
"15267";"TELECONTROLE_CAX5_rgrA";"TELECONTROLE_CAX5_rgrA"
"15266";"TELECONTROLE_CAX5_rgrB";"TELECONTROLE_CAX5_rgrB"
"15149";"TELECONTROLE_CAX6";"TELECONTROLE_CAX6"
"15269";"TELECONTROLE_CAX6_realA";"TELECONTROLE_CAX6_realA"
"15268";"TELECONTROLE_CAX6_realB";"TELECONTROLE_CAX6_realB"
"14978";"TELECONTROLE_CAX6_redeA";"TELECONTROLE_CAX6_redeA"
"14977";"TELECONTROLE_CAX6_redeB";"TELECONTROLE_CAX6_redeB"
"15270";"TELECONTROLE_CAX6_rgrA";"TELECONTROLE_CAX6_rgrA"
"15271";"TELECONTROLE_CAX6_rgrB";"TELECONTROLE_CAX6_rgrB"
"15151";"TELECONTROLE_CBA";"TELECONTROLE_CBA"
"15272";"TELECONTROLE_CBA_realA";"TELECONTROLE_CBA_realA"
"15273";"TELECONTROLE_CBA_realB";"TELECONTROLE_CBA_realB"
"14980";"TELECONTROLE_CBA_redeA";"TELECONTROLE_CBA_redeA"
"14979";"TELECONTROLE_CBA_redeB";"TELECONTROLE_CBA_redeB"
"15275";"TELECONTROLE_CBA_rgrA";"TELECONTROLE_CBA_rgrA"
"15274";"TELECONTROLE_CBA_rgrB";"TELECONTROLE_CBA_rgrB"
"15152";"TELECONTROLE_CCH";"TELECONTROLE_CCH"
"16068";"TELECONTROLE_CCH_FW_redeA";"TELECONTROLE_CCH_FW_redeA"
"16069";"TELECONTROLE_CCH_FW_redeB";"TELECONTROLE_CCH_FW_redeB"
"15153";"TELECONTROLE_CGR";"TELECONTROLE_CGR"
"15281";"TELECONTROLE_CGR_realA";"TELECONTROLE_CGR_realA"
"15280";"TELECONTROLE_CGR_realB";"TELECONTROLE_CGR_realB"
"14984";"TELECONTROLE_CGR_redeA";"TELECONTROLE_CGR_redeA"
"14983";"TELECONTROLE_CGR_redeB";"TELECONTROLE_CGR_redeB"
"15282";"TELECONTROLE_CGR_rgrA";"TELECONTROLE_CGR_rgrA"
"15283";"TELECONTROLE_CGR_rgrB";"TELECONTROLE_CGR_rgrB"
"15154";"TELECONTROLE_CHA";"TELECONTROLE_CHA"
"15285";"TELECONTROLE_CHA_realA";"TELECONTROLE_CHA_realA"
"15284";"TELECONTROLE_CHA_realB";"TELECONTROLE_CHA_realB"
"14986";"TELECONTROLE_CHA_redeA";"TELECONTROLE_CHA_redeA"
"14985";"TELECONTROLE_CHA_redeB";"TELECONTROLE_CHA_redeB"
"15286";"TELECONTROLE_CHA_rgrA";"TELECONTROLE_CHA_rgrA"
"15287";"TELECONTROLE_CHA_rgrB";"TELECONTROLE_CHA_rgrB"
"15155";"TELECONTROLE_CMO";"TELECONTROLE_CMO"
"15289";"TELECONTROLE_CMO_realA";"TELECONTROLE_CMO_realA"
"15288";"TELECONTROLE_CMO_realB";"TELECONTROLE_CMO_realB"
"14988";"TELECONTROLE_CMO_redeA";"TELECONTROLE_CMO_redeA"
"14987";"TELECONTROLE_CMO_redeB";"TELECONTROLE_CMO_redeB"
"15291";"TELECONTROLE_CMO_rgrA";"TELECONTROLE_CMO_rgrA"
"15290";"TELECONTROLE_CMO_rgrB";"TELECONTROLE_CMO_rgrB"
"16028";"TELECONTROLE_CNE";"TELECONTROLE_CNE"
"16030";"TELECONTROLE_CNE_realA";"TELECONTROLE_CNE_realA"
"16029";"TELECONTROLE_CNE_realB";"TELECONTROLE_CNE_realB"
"16031";"TELECONTROLE_CNE_redeA";"TELECONTROLE_CNE_redeA"
"16032";"TELECONTROLE_CNE_redeB";"TELECONTROLE_CNE_redeB"
"16035";"TELECONTROLE_CNE_rgrA";"TELECONTROLE_CNE_rgrA"
"16034";"TELECONTROLE_CNE_rgrB";"TELECONTROLE_CNE_rgrB"
"15156";"TELECONTROLE_CNG2";"TELECONTROLE_CNG2"
"15293";"TELECONTROLE_CNG2_realA";"TELECONTROLE_CNG2_realA"
"15292";"TELECONTROLE_CNG2_realB";"TELECONTROLE_CNG2_realB"
"14990";"TELECONTROLE_CNG2_redeA";"TELECONTROLE_CNG2_redeA"
"14989";"TELECONTROLE_CNG2_redeB";"TELECONTROLE_CNG2_redeB"
"15294";"TELECONTROLE_CNG2_rgrA";"TELECONTROLE_CNG2_rgrA"
"15295";"TELECONTROLE_CNG2_rgrB";"TELECONTROLE_CNG2_rgrB"
"16163";"TELECONTROLE_CNG3";"TELECONTROLE_CNG3"
"16164";"TELECONTROLE_CNG3_realA";"TELECONTROLE_CNG3_realA"
"16165";"TELECONTROLE_CNG3_realB";"TELECONTROLE_CNG3_realB"
"16166";"TELECONTROLE_CNG3_redeA";"TELECONTROLE_CNG3_redeA"
"16167";"TELECONTROLE_CNG3_redeB";"TELECONTROLE_CNG3_redeB"
"16168";"TELECONTROLE_CNG3_rgrA";"TELECONTROLE_CNG3_rgrA"
"16169";"TELECONTROLE_CNG3_rgrB";"TELECONTROLE_CNG3_rgrB"
"15157";"TELECONTROLE_CNO";"TELECONTROLE_CNO"
"15158";"TELECONTROLE_CNO_FW";"TELECONTROLE_CNO_FW"
"14994";"TELECONTROLE_CNO_FW_redeA";"TELECONTROLE_CNO_FW_redeA"
"14993";"TELECONTROLE_CNO_FW_redeB";"TELECONTROLE_CNO_FW_redeB"
"15159";"TELECONTROLE_CTA";"TELECONTROLE_CTA"
"15296";"TELECONTROLE_CTA_realA";"TELECONTROLE_CTA_realA"
"15297";"TELECONTROLE_CTA_realB";"TELECONTROLE_CTA_realB"
"14996";"TELECONTROLE_CTA_redeA";"TELECONTROLE_CTA_redeA"
"14995";"TELECONTROLE_CTA_redeB";"TELECONTROLE_CTA_redeB"
"15298";"TELECONTROLE_CTA_rgrA";"TELECONTROLE_CTA_rgrA"
"15299";"TELECONTROLE_CTA_rgrB";"TELECONTROLE_CTA_rgrB"
"15160";"TELECONTROLE_CVO";"TELECONTROLE_CVO"
"15300";"TELECONTROLE_CVO_realA";"TELECONTROLE_CVO_realA"
"15302";"TELECONTROLE_CVO_realB";"TELECONTROLE_CVO_realB"
"14998";"TELECONTROLE_CVO_redeA";"TELECONTROLE_CVO_redeA"
"14997";"TELECONTROLE_CVO_redeB";"TELECONTROLE_CVO_redeB"
"15301";"TELECONTROLE_CVO_rgrA";"TELECONTROLE_CVO_rgrA"
